Name,Background,Skin,Shell,Body,Mouth,Eyes,Head,Token_ID
Terrapin #08027,Charcoal Full Moon,Leopard Unicorn,Base ,Naked,Scream,Anime  - Blue,Cheese Head,218239387896921299102687924876355908809
Terrapin #04751,Lilac,Geisha,Base ,Leather Jacket - Black and White,Ehh,Steam Punk - Bored,Crown - Sapphire,289440430175943313259077904644037523479
Terrapin #04739,Purple,Black and Yellow,Base ,Cloak - Black,Grin,Sunnies - Gold,Rainbow Cap,101270656640488329891264983015110547305
Terrapin #05785,Midnight Blue - Big Moon,Common,Base ,Naked,Grin,Bored ,Mohawk - Silver,192759281813332247186343537291111709548
Terrapin #01396,Steel Blue,Black and Yellow,Dragon Scale - Purple,Naked,Subtle Smile,Anime  - Blue,Mohawk - Green,331651334895415274454102033867747242274
Terrapin #04787,Blue Grey,Tiger,Dragon Wings - Purple,Luna Jersey,Vampire,Monocle - Tweeker ,Basketball,114753004998954327862758336671940187241
Terrapin #00728,Midnight Blue - Big Moon,Teddy,Base ,Leather Jacket - Black,Grin,Steam Punk - Angry Clown,Mohawk - Blue,132225035123492242379026987223593187606
Terrapin #07869,Steel Blue,Lion,Dragon Scale - Purple,Assassins Cloak - White,Beard,Bored ,Dragon Hat - Green,285671140904635084101569944727135874612
Terrapin #06451,Mint,Common,Base ,Naked,Licky Licky,Bored ,Mohawk - Black,104671815059201815063933119727059449049
Terrapin #07542,Early Light,Chocolate,Base ,Naked,Subtle Smile,Monocle - Bored ,Cap - Luna,229431548982295720437239995634659938844
Terrapin #03416,Burnt Orange,Common,Base ,Leather Jacket - Black,Grin,Tweeker ,Pirate Bandana,21137682480568835503266642830139128490
Terrapin #08596,Blue Grey,Common,Knight Sword - Green,Steam Punk Shirt - Blue,Dopey,Cyborg - Bored,Mohawk - Blue,224527745306555662725200878495924602600
Terrapin #09289,Mint,Teddy,Knight Sword - Blue,Naked,Grin,Tweeker ,Girls  - Pink,99319736843058354734731463443789865427
Terrapin #08141,Steel Blue,Lion, Cannon,Cloak - Brown,Grin - 5pm Shadow,Steam Punk - Angry,Wizard Hat - Brown,145571091041272827906274366406808450624
Terrapin #01320,Blood Red - Big Moon,Leopard Unicorn, Spikes,Orange Shirt,Subtle Smile,Bored ,Mop  Black,319238579981557524788825911934738346884
Terrapin #01311,Neon Pink,Monochrome, Spikes,Naked,Grin,Cyborg - Bored,Mohawk - Green,216218199011352549042833877161029899930
Terrapin #09118,Lilac,Hellfire,Base ,Suit and Tie,Dopey,Cyborg - Tweeker,Mohawk - Black,161491943263356024528193199716256002495
Terrapin #09644,Burnt Orange,Tiger Teddy,Armoured ,Orange Shirt,Grin,Steam Punk - Tweeker - Purple,Cheese Head,325431433799152158412175197926769086995
Terrapin #09252,Blue Grey,Lion,Base ,Leather Jacket - Black,Grin,Cyborg - Laser,Crown - Sapphire,201350323882049102682286280764497129329
Terrapin #01794,Neon Pink,Luna,Scythe,Luna Jersey,Dopey,Sunnies - Pink,Crown - Sapphire,331063835588443586068231607966070121261
Terrapin #07494,Blue Grey,Teddy,Base ,Assassins Cloak - White,Dopey,Tweeker ,Spiky  - Blonde,86576392740863591470745442280742173323
Terrapin #09925,Purple,Lion,Base ,Leather Jacket - Black,Sad,Tweeker ,Mohawk - Rainbow,77043931936304328491987732700950032408
Terrapin #01825,Mint,Common,Knight Sword - Blue,Cloak - Blue,Snarl - Nose Ring,Cyborg - Bored,Mohawk - Black,239318651719159765981930783595758209612
Terrapin #02439,Blood Red - Big Moon,Tiger Teddy,Base ,Leather Jacket - Black and White,Vampire,Eyepatch - Tweeker,None,250554040339970735789914870257399055834
Terrapin #02032,Steel Blue,Chocolate,Base ,Orange Shirt,Grin - 5pm Shadow,Cyborg - Bored,Wizard Hat - Brown,21716634387754779577123933397895538449
Terrapin #01584,Purple,Luna,Base ,Steam Punk Shirt - Red,Dopey,Tweeker ,Spiky  - Black,292023783585060085422056993733271161780
Terrapin #02287,Mint,Geisha,Base ,Cloak - Black,Ehh,Laser ,Mohawk - Green,89179753673680865629020675339496524624
Terrapin #05628,Steel Blue,Common, Cannon,Naked,Snarl,Sunnies - Gold,Angel Halo,146125618647925617774968088289831701065
Terrapin #01433,Steel Blue,Common,Steam Punk ,Steam Punk Shirt - Red,Scream,Tweeker ,Crown - Sapphire,234075905932735118122837566943179577544
Terrapin #06922,Purple,Hellfire, Spikes,Naked,Snarl - Nose Ring,Tweeker ,Cap - MIR,223263033024237973677694974096644580781
Terrapin #03408,Blue Grey,Unicorn,Dragon Wings - Black,Naked,Snarl - Cigar,Spectacles - Tortoise Shell,Rainbow Cap,243817171499616567745391058655842876818
Terrapin #00415,Mint,Common,Dragon Scale - Purple,Leather Jacket - Black,Snarl - Nose Ring,Goggle Steam Punk - Black,Crown - Emerald,94077352926548829950059497836115343137
Terrapin #08314,Purple,Tiger Teddy,Base ,Naked,Grin,Bored ,Spiky  - Blonde,10483756517882589038031000722804513102
Terrapin #08996,Neon Pink,Common, Spikes,Hawaiian Shirt - Pineapple,Snarl - Cigar,Cyborg - Tweeker,Octopus,303097655826538882259012110641260548337
Terrapin #02823,Purple,Lion, Spikes,Orange Shirt,Snarl - Cigar,Steam Punk - Bored,Mohawk - Silver,227010864978044080436353614715243712288
Terrapin #03835,Baby Blue,Common,Knight Sword - Brown,Assassins Cloak - Black,Ehh,Bored ,Top Hat - black,130283392112030108638892123293625255984
Terrapin #08071,Steel Blue,Common,Base ,Naked,Snarl,Tweeker ,Fried Egg,297891682704635625216769598413911971376
Terrapin #00492,Midnight Blue - Big Moon,Black and Yellow,Base ,Tuxedo,Dopey,Sunnies - Gun Metal,Mohawk - Blue,164792085511820627650263594984349535094
Terrapin #02242,Mint,Black and Yellow,Armoured ,Leather Jacket - Black,Licky Licky,Tweeker ,Devil Horns,326032549443964313998873841270187386741
Terrapin #08255,Neon Pink,Common,Dragon Wings - Purple,Kings Robe,Dopey,Angry Tweeker ,Mohawk - Purple,57568471379766423032656097200526598829
Terrapin #09351,Neon Pink,Common,Base ,Luna Shirt,Scowl,Bored ,Mohawk - Rainbow,15085575372263916335446333974271873620
Terrapin #06319,Blood Red - Big Moon,Common,Base ,Hawaiian Shirt - Watermelon,Grin - Cigar,Tweeker ,Mohawk - Green,303009887908951525442475098288004253294
Terrapin #00713,Blue Grey,Black and Yellow,Dragon Scale - Purple,Cloak - Black,Sad,Cyborg - Tweeker,Basketball,226186304386989409827276698142805783392
Terrapin #07810,Charcoal - Big Moon,Black and Yellow,Knight Sword - Green,Naked,Monster,Terrorpin,Red  with Horns,86677678595447525908503083491297621585
Terrapin #08312,Charcoal Full Moon,Common,Base ,Steam Punk Shirt - Red,Dopey - Vampire,Terrorpin,Mohawk - Red,58065382400660482095072470307201798319
Terrapin #08807,Burnt Orange,Lion,Base ,Naked,Scowl,Steam Punk - Tweeker,Pirate Bandana,151052870279534075655200733443997995137
Terrapin #05815,Mint,Tiger,Angel Wings,Luna Shirt,Vampire,Tweeker ,Girls  - Brown,101362793019670463098071697554677840973
Terrapin #03711,Blood Red - Big Moon,Lion,Base ,Kimono,Dopey,Monocle - Tweeker ,Red  with Horns,205656928963438972808284298196517120247
Terrapin #04488,Burnt Orange,Lion,Diamond Back,Hawaiian Shirt - Pineapple,Grin,Monocle - Tweeker ,Mohawk - Black,201347783914597609904351769117568634944
Terrapin #06245,Neon Pink,Hellfire,Base ,Hawaiian Shirt - Pineapple,Dopey,Tweeker ,Red  with Horns,85932000943692930467166814875977992413
Terrapin #03515,Midnight Blue - Big Moon,Teddy,Base ,Hawaiian Shirt - Watermelon,Grin - 5pm Shadow,Tweeker ,None,290414790546438011168688190423592355212
Terrapin #05721,Blood Red - Big Moon,Luna, Spikes,Naked,Grin,Bored ,Cheese Head,330308754438350355645419379848370902808
Terrapin #01642,Steel Blue,Lion,Knight Sword - Brown,Steam Punk Shirt - Blue,Dopey,Cyborg - Tweeker,Cap - ANC,92859135396834334711559266610894150951
Terrapin #06734,Burnt Orange,Leopard Lion, Cannon,Naked,Terrorpin,Goggle Steam Punk,Cap - MIR,239782535976098671090966846391348235181
Terrapin #01862,Neon Pink,Geisha,Dragon Wings - Purple,Naked,Vampire,Tweeker ,Mohawk - Blue,44989438731697618635594953356343669272
Terrapin #08995,Midnight Blue - Big Moon,Lion,Base ,Cloak - Blue,Ehh,Eyepatch - Tweeker,Spiky  - Brown,300958654519426883124710510073620423998
Terrapin #08589,Blue Grey,Common,Dragon Scale - Purple,Suit and Tie,Scowl,Bored ,Rainbow Cap,258494894280936902742221246529767086875
Terrapin #09032,Neon Pink,Common,Knight Sword - Brown,Naked,Grin,Cyborg - Tweeker,Angel Halo,256533100321651356367474490570702300208
Terrapin #05842,Baby Yellow,Common,Base ,Naked,Bubblegum,Bandana - Blue,Cap - Luna,60453464324466941378163833014853276163
Terrapin #01054,Neon Pink,Geisha,Base ,Cloak - Black,Grin - Cigar,Tweeker ,None,119487144144046210277491187717908887439
Terrapin #05574,Purple,Luna,Dragon Wings - Purple,Cloak - Black,Ehh,Goggle Steam Punk - Black,Mohawk - Red,180735568267827540645660875185546131253
Terrapin #06707,Steel Blue,Zebra, Spikes,Cloak - Brown,Snarl - Nose Ring,Bored ,Wizard Hat - Brown,190680839829164709191485566864872936825
Terrapin #05251,Steel Blue,Lion,Dragon Wings - Green,Naked,Dopey,Bored ,Top Hat - black,129892955974119641264159981489513888235
Terrapin #07469,Charcoal Full Moon,Common,Base ,Cloak - Brown,Vampire,Eyepatch - Bored,Mohawk - Silver,71107106905468474895075659302352372486
Terrapin #01684,Blue Grey,Geisha,Steam Punk ,Naked,Grin,Steam Punk - Angry,Top Hat - Steam Punk,283602127422018545286620160323441371200
Terrapin #09618,Mint,Lion,Knight Sword - Brown,Tuxedo,Dopey - Vampire,Steam Punk - Tweeker,Mohawk - Black,192926457850672336375289241810365046106
Terrapin #07850,Purple,Common,Angel Wings,Cloak - Blue,Beard,Eyepatch - Tweeker,Pirate Bandana,210989220879118097103097643661137499490
Terrapin #09006,Baby Blue,Lion, Spikes,Naked,Dopey,Steam Punk - Angry,Pirate Bandana,168669396657736219581501268624231191224
Terrapin #00524,Mint,Common,Base ,Naked,Grin,Cyborg - Bored,Octopus,52233381065976193176944392593693340938
Terrapin #08182,Burnt Orange,Lion,Dragon Wings - Bones,Hawaiian Shirt - Pineapple,Dopey - Vampire,Tweeker ,Mohawk - Purple,149100090814004123338073067204635956535
Terrapin #00830,Early Light,Chocolate,Base ,Naked,Bubblegum,Bored ,Basketball,303940003105025937604394754383351631718
Terrapin #07846,Blue Grey,Common,Dragon Wings - Purple,Steam Punk Shirt - Blue,Sad,Bored ,Girls  - Brown,140797854380847353152814523809771115064
Terrapin #09819,Blue Grey,Chocolate,Base ,Cloak - Black,Dopey,Cyborg - Bored,Fried Egg,61064634523219252092808249997311324110
Terrapin #06902,Mint,Lion,Base ,Suit of Armour,Ehh,Steam Punk - Bored,Mohawk - Silver,78376221776038245190777982118498819141
Terrapin #04780,Midnight Blue - Big Moon,Lion,Angel Wings,Orange Shirt,Grin,Steam Punk - Tweeker - Purple,Crown - Emerald,205572195736362341438490971760729905797
Terrapin #07029,Early Light,Luna,Base ,Naked,Ehh,Tweeker ,Assassins Cowl - Black,80575718703358620171670355000979994596
Terrapin #04819,Purple,Common,Knight Sword - Red,Hawaiian Shirt - Watermelon,Snarl - Nose Ring,Bored ,Top Hat - black,188053851123683865121806429462983737978
Terrapin #07136,Mint,Teddy,Base ,Cloak - Black,Scowl,Steam Punk - Bored,Fried Egg,238290170227202469548829374937915782578
Terrapin #04770,Mint,Common,Base ,Cloak - Brown,Scream,Cyborg - Tweeker,Cap - ANC,160877144454467869891528196393951504052
Terrapin #02007,Midnight Blue - Big Moon,Tiger Teddy,Base ,Naked,Moustache,Eyepatch - Bored,Red  with Horns,333083502669546807988668751459966706765
Terrapin #04260,Blue Grey,Tiger,Armoured ,Cloak - Black,Dopey,Bored  - Shaved Brow,Cap - Luna,118508698995069184975506110336438645814
Terrapin #01676,Charcoal - Big Moon,Common,Base ,Cloak - Blue,Licky Licky,Sunnies - Gold,Mohawk - Silver,277788960674072242201840376983574151897
Terrapin #05649,Lilac,Common,Base ,Naked,Vampire,Bored  - Shaved Brow,Mohawk - Black,27920504534387363400286124023091477058
Terrapin #08275,Baby Yellow,Teddy,Dragon Scale - Green,Naked,Monster,Bored ,Wizard Hat - Brown,112599595326080180955741905704119837380
Terrapin #07590,Purple,Tiger,Base ,Hawaiian Shirt - Watermelon,Sad,Bored ,Wizard Hat - Blue,96635791459930432073192919773723658531
Terrapin #09617,Baby Yellow,Common,Base ,Naked,Ehh,Goggle Steam Punk - Black,Mop  Brown,270419220235559680490566080852242130365
Terrapin #01824,Mint,Lion,Base ,Leather Jacket - Black and White,Monster,Monocle - Tweeker ,Mohawk - Black,111396900486191201329657954399573053935
Terrapin #09453,Mint,Luna,Angel Wings,Orange Shirt,Grin,Cyborg - Angry Clown,Spiky  - Blonde,27922049522594833207353357170922981822
Terrapin #04057,Purple,Hellfire,Base ,Steam Punk Shirt - Blue,Grin,Terrorpin,Mop  Brown,110639265825111954119709052358438901262
Terrapin #01571,Burnt Orange,Common,Diamond Back,Orange Shirt,Snarl,Sunnies - Gold,Cap - MIR,121006220150811294804189971541405997412
Terrapin #07461,Mint,Leopard Unicorn,Base ,Naked,Dopey,Laser ,None,110651296799178331086305213155028522065
Terrapin #05759,Neon Pink,Chocolate,Knight Sword - Blue,Naked,Dopey,Angry Tweeker ,Angel Halo,124863718463875382861973704753074101948
Terrapin #06453,Early Light,Common, Spikes,Luna Shirt,Scowl,Cyborg - Bored,Mohawk - Green,334904239654557314800512436730938090409
Terrapin #05164,Blue Grey,Leopard Lion,Base ,Leather Jacket - Black,Grin,Sunnies - Gold,Cap - ANC,301024190173778215922210191414533471572
Terrapin #09697,Charcoal Full Moon,Geisha,Base ,Naked,Dopey,Monocle - Tweeker ,Devil Horns,131313789966328456091541677008749899506
Terrapin #00825,Burnt Orange,Common,Dragon Wings - Red,Naked,Scream,Bored ,Spiky  - Brown,34087665960897781015211249106383103133
Terrapin #08448,Steel Blue,Teddy, Spikes,Hawaiian Shirt - Pineapple,Snarl - Cigar,Bored ,Cap - MIR,325775888206909477999863143796305711923
Terrapin #09327,Blue Grey,Black and Yellow,Base ,Naked,Grin,Goggle Steam Punk - Black,Penguin Hat,231034916075650395172015077576445943888
Terrapin #08089,Burnt Orange,Luna,Angel Wings,Naked,Dopey,Bored ,Angel Halo,332301073381408803957561711391869800080
Terrapin #05293,Burnt Orange,Common,Knight Sword - Blue,Luna Shirt,Snarl - Cigar,Tweeker ,Red  with Horns,263171068552520579292459329362455721213
Terrapin #01302,Blue Grey,Dalmation,Base ,Luna Jersey,Grin,Cyborg - Bored,Mohawk - Blue,115114867261921673965147576309706048035
Terrapin #08234,Blue Grey,Luna,Base ,Naked,Terrorpin,Tweeker ,Crown - Sapphire,296514306716144943075561243460260415739
Terrapin #03462,Steel Blue,Black and Yellow, Spikes,Naked,Dopey - Vampire,Bored ,Mohawk - Green,165851456359843095019096745264461838002
Terrapin #09232,Blood Red - Big Moon,Luna,Base ,Naked,Grin,Cyborg - Tweeker,Wizard Hat - Blue,190079662798784705231297072820505943459
Terrapin #01845,Mint,Lion,Base ,Luna Jersey,Beard,Anime  - Blue,Dagon Hat - Purple - Laser,121104981762409942212769208272475333473
Terrapin #07359,Mint,Black and Yellow,Base ,Hawaiian Shirt - Watermelon,Ehh,Eyepatch - Bored,Unicorn,136768229093750653695132670789797301613
Terrapin #07928,Clouds,Common,Steam Punk ,Naked,Bubblegum,Bored  - Shaved Brow,Mohawk - Black,68967706264426563767360588230829647900
Terrapin #06832,Charcoal - Big Moon,Common,Dragon Wings - Purple,Naked,Grin,Bored ,None,262204502890666404529282783908826540548
Terrapin #09634,Purple,Luna,Base ,Naked,Snarl - Cigar,Steam Punk - Tweeker - Purple,Red  with Horns,189068709678065129365222877545289715818
Terrapin #04440,Purple,Luna,Knight Sword - Red,Hawaiian Shirt - Pineapple,Scowl,Sunnies - Gold,Mohawk - Black,253459565929065561173652747598789473917
Terrapin #08106,Mint,Common,Scythe,Kings Robe,Vampire,Bored ,Mohawk - Green,125699590462887970168519386087384735702
Terrapin #04500,Clouds,Common,Knight Sword - Blue,Steam Punk Shirt - Red,Ehh,Cyborg - Angry,None,231473094060126147075087794132133894559
Terrapin #04527,Baby Yellow,Common, Spikes,Naked,Ehh,Bored  - Shaved Brow,Mop  Black,16941338762260772581811794285245218960
Terrapin #00215,Purple,Lion,Knight Sword - Brown,Steam Punk Shirt - Blue,Dopey,Steam Punk - Tweeker,Pirate Bandana,1508623990203076743918181552751147995
Terrapin #08205,Steel Blue,Luna,Angel Wings,Leather Jacket - Black and White,Scowl,Goggle Steam Punk - Laser,Basketball,49747532056371188253997607048968561214
Terrapin #02336,Purple,Common,Dragon Scale - Purple,Leather Jacket - Black and White,Scowl,Tweeker ,Cap - ANC,37238137962119383381928468851034213061
Terrapin #00267,Neon Pink,Tiger,Steam Punk ,Naked,Dopey,Tweeker ,Mohawk - Green,1854012205901127958830606988511896209
Terrapin #01479,Midnight Blue - Big Moon,Zebra,Base ,Steam Punk Shirt - Blue,Ehh,Bored ,Basketball,149783454990675519047904306537227254685
Terrapin #03683,Mint,Dalmation,Dragon Scale - Green,Orange Shirt,Grin,Tweeker ,Cap - Pylon,40294724169995253009208513017217962075
Terrapin #09701,Mint,Lion,Dragon Wings - Purple,Cloak - Brown,Sad,Cyborg - Angry,Mohawk - Black,308167578914282024996879274724601759984
Terrapin #05411,Mint,Common,Base ,Cloak - Black,Grin,Bored ,Spiky  - Black,165546663007377428847596608664354235914
Terrapin #01616,Blue Grey,Leopard Unicorn,Base ,Cloak - Brown,Dopey - Vampire,Steam Punk - Bored,Cap - ANC,265132261409037033395568304054312676585
Terrapin #00370,Burnt Orange,Hellfire,Base ,Hawaiian Shirt - Watermelon,Licky Licky,Tweeker ,Crown - Ruby,251547678101325483934905240046360169064
Terrapin #05023,Blood Red - Big Moon,Common,Base ,Tuxedo,Subtle Smile,Cyborg - Angry,Fried Egg,73649668234146556499519549093151245137
Terrapin #04372,Steel Blue,Common,Knight Sword - Brown,Cloak - Black,Ehh,Eyepatch - Angry,Bowler Hat,262687520256235590716770558476768106889
Terrapin #01438,Neon Pink,Common,Base ,Kings Robe,Dopey,Closed ,Mohawk - Silver,330228554196926580185293464017902958840
Terrapin #01470,Purple,Hellfire,Knight Sword - Blue,Hawaiian Shirt - Watermelon,Ehh,Sunnies - Gold,Mop  Brown,227552967169844235910969136834115694973
Terrapin #06759,Neon Pink,Chocolate,Base ,Naked,Ehh,Goggle Steam Punk - Black,None,20563174212568261741541990500089735037
Terrapin #00894,Purple,Tiger, Spikes,Naked,Licky Licky,Tweeker ,None,135591016832713721661478281901617827818
Terrapin #03102,Burnt Orange,Lion,Base ,Naked,Licky Licky,Sunnies - Pink,None,316210134049675940202405085958263320460
Terrapin #07394,Blue Grey,Tiger Teddy,Steam Punk ,Cloak - Black,Dopey,Steam Punk - Angry,Mop  Black,248821997995537772294461537013335601401
Terrapin #04976,Lilac,Zebra,Dragon Wings - Red,Naked,Ehh,Tweeker ,Cap - Pylon,166377981978134121543012718087095332252
Terrapin #05276,Baby Yellow,Black and Yellow,Dragon Scale - Green,Hawaiian Shirt - Watermelon,Grin,Cyborg - Angry,Cap - Luna,190860477748438775875240575606104396887
Terrapin #04471,Blue Grey,Chocolate,Dragon Scale - Green,Luna Jersey,Dopey,Tweeker ,Girls  - Pink,177659682232608952692996455892325518815
Terrapin #02515,Baby Yellow,Lion,Dragon Wings - Green,Cloak - Brown,Dopey - Drool,Sunnies - Gun Metal,Girls  - Pink,191661883260683566136480705416380486620
Terrapin #07403,Baby Blue,Common,Dragon Wings - Purple,Orange Shirt,Dopey,Tweeker ,Mop  Black,307457161716083298328055721227810567996
Terrapin #08374,Steel Blue,Tiger Teddy,Knight Sword - Green,Naked,Grin,Tweeker ,Mop  Brown,277548308816097170081213825356947510046
Terrapin #06277,Lilac,Common,Base ,Hawaiian Shirt - Watermelon,Beard,Monocle - Tweeker ,Cap - ANC,254988278145651890021940643614394212663
Terrapin #05517,Neon Pink,Lion,Angel Wings,Naked,Grin - 5pm Shadow,Bored ,Top Hat - Steam Punk,135924824637809004812123585223915346621
Terrapin #05786,Steel Blue,Black and Yellow,Base ,Steam Punk Shirt - Blue,Ehh,Sunnies - Gun Metal,None,239662503567636331582598570953678188269
Terrapin #06289,Purple,Frog,Base ,Hawaiian Shirt - Watermelon,Ehh,Laser ,Spiky  - Brown,125778751138930011257472366511032994666
Terrapin #04240,Blue Grey,Common,Base ,Naked,Sad,Goggle Steam Punk - Black,None,314030608065201772081382212940946043358
